GDS5673
ID_REF	GSM1146158	GSM1146159	GSM1146160	GSM1146161	GSM1146165	GSM1146166	GSM1146167	GSM1146162	GSM1146163	GSM1146164	Gene title	Gene symbol	Gene ID	UniGene title	UniGene symbol	UniGene ID	Nucleotide Title	GI	GenBank Accession	Platform_CLONEID	Platform_ORF	Platform_SPOTID	Chromosome location	Chromosome annotation	GO:Function	GO:Process	GO:Component	GO:Function ID	GO:Process ID	GO:Component ID
10355193	75.5835	84.4485	74.5429	77.7085	91.7731	71.0124	77.7085	86.2229	64	86.8227	crystallin, gamma C	Crygc	12966				Mus musculus crystallin, gamma C (Crygc), transcript variant 2, mRNA///Mus musculus crystallin, gamma C (Crygc), transcript variant 1, mRNA///Mus musculus crystallin, gamma C, mRNA (cDNA clone MGC:67068 IMAGE:6824225), complete cds///Mus musculus gammaC-crystallin (Crygc) mRNA, complete cds///Mus musculus gammaCins-crystallin splice variant (Crygc) mRNA, complete cds, alternatively spliced	407228363///407228362///33990599///126468145///126468147	NM_001082573///NM_007775///BC056454///EF426301///EF426302			chr1:65071293-65073511	1 32.81 cM	Chromosome 1, NC_000067.6 (65071525..65073532, complement)	structural constituent of eye lens	camera-type eye development///eye development///visual perception	cytoplasm///nucleus	GO:0005212	GO:0043010///GO:0001654///GO:0007601	GO:0005737///GO:0005634
10355325	121.938	146.018	90.5097	151.167	113.772	105.42	101.829	155.417	141.044	182.278	BRCA1 associated RING domain 1	Bard1	12021				Mus musculus BRCA1 associated RING domain 1 (Bard1), mRNA///Mus musculus cDNA, RIKEN full-length enriched library, clone:G130202G20 product:hypothetical protein, full insert sequence///Mus musculus, clone IMAGE:5035117, mRNA	169234730///74225072///29387282	NM_007525///AK165525///BC048353			chr1:71027720-71028037	1 C3	Chromosome 1, NC_000067.6 (71027531..71103156, complement)	RNA binding///UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity///coenzyme F420-0 gamma-glutamyl ligase activity///coenzyme F420-2 alpha-glutamyl ligase activity///ligase activity///metal ion binding///protein heterodimerization activity///protein homodimerization activity///protein-glutamic acid ligase activity///protein-glycine ligase activity///protein-glycine ligase activity, elongating///protein-glycine ligase activity, initiating///ribosomal S6-glutamic acid ligase activity///tubulin-glutamic acid ligase activity///tubulin-glycine ligase activity///contributes_to ubiquitin-protein transferase activity///zinc ion binding	DNA repair///cellular response to DNA damage stimulus///negative regulation of apoptotic process///negative regulation of protein export from nucleus///positive regulation of apoptotic process///protein K6-linked ubiquitination///protein ubiquitination///regulation of phosphorylation	BRCA1-A complex///BRCA1-BARD1 complex///cytoplasm///intracellular membrane-bounded organelle///nucleoplasm///nucleus///nucleus	GO:0003723///GO:0008766///GO:0043773///GO:0043774///GO:0016874///GO:0046872///GO:0046982///GO:0042803///GO:0070739///GO:0070735///GO:0070737///GO:0070736///GO:0018169///GO:0070740///GO:0070738///contributes_to GO:0004842///GO:0008270	GO:0006281///GO:0006974///GO:0043066///GO:0046826///GO:0043065///GO:0085020///GO:0016567///GO:0042325	GO:0070531///GO:0031436///GO:0005737///GO:0043231///GO:0005654///GO:0005634///GO:0005634
10355639	168.897	140.07	162.017	157.586	154.343	171.255	162.017	129.787	128.89	133.436	protein kinase, AMP-activated, gamma 3 non-catatlytic subunit	Prkag3	241113				Mus musculus protein kinase, AMP-activated, gamma 3 non-catatlytic subunit (Prkag3), mRNA///Mus musculus AMP-activated protein kinase gamma 3 subunit long form mRNA, complete cds///Mus musculus AMP-activated protein kinase gamma 3 subunit short form mRNA, complete cds///Mus musculus protein kinase, AMP-activated, gamma 3 non-catatlytic subunit, mRNA (cDNA clone MGC:151126 IMAGE:40126068), complete cds///Mus musculus protein kinase, AMP-activated, gamma 3 non-catatlytic subunit, mRNA (cDNA clone MGC:151154 IMAGE:40126096), complete cds	238776815///24181955///24181957///111599571///111599700	NM_153744///AF525500///AF525501///BC116749///BC116777			chr1:74739499-74748955	1 C3	Chromosome 1, NC_000067.6 (74738922..74749592, complement)	contributes_to AMP-activated protein kinase activity///ATP binding///nucleotide binding///protein kinase binding	fatty acid biosynthetic process///fatty acid metabolic process///glucose transport///glycogen biosynthetic process///lipid metabolic process	extracellular space///nucleotide-activated protein kinase complex	contributes_to GO:0004679///GO:0005524///GO:0000166///GO:0019901	GO:0006633///GO:0006631///GO:0015758///GO:0005978///GO:0006629	GO:0005615///GO:0031588
10355711	497.999	377.413	430.539	401.707	401.707	464.65	445.722	385.343	418.766	369.646	nonhomologous end-joining factor 1	Nhej1	75570				Mus musculus nonhomologous end-joining factor 1 (Nhej1), mRNA///Mus musculus nonhomologous end-joining factor 1, mRNA (cDNA clone MGC:8243 IMAGE:3591824), complete cds///Mus musculus nonhomologous end-joining factor 1, mRNA (cDNA clone MGC:130191 IMAGE:40052353), complete cds///Mus musculus nonhomologous end-joining factor 1, mRNA (cDNA clone MGC:130192 IMAGE:40052354), complete cds///Mus musculus nonhomologous end-joining factor 1, mRNA (cDNA clone MGC:163990 IMAGE:40130636), complete cds///Mus musculus nonhomologous end-joining factor 1, mRNA (cDNA clone MGC:163992 IMAGE:40130638), complete cds///Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700029B21 product:hypothetical protein, full insert sequence	158517916///13543826///76825486///76828124///124376711///124375671///12839605	NM_029342///BC006063///BC107252///BC107253///BC132359///BC132361///AK006481			chr1:74967694-75046654	1 C3	Chromosome 1, NC_000067.6 (74967346..75125226, complement)	DNA binding	B cell differentiation///B cell differentiation///DNA recombination///DNA repair///T cell differentiation///T cell differentiation///cellular response to DNA damage stimulus///double-strand break repair///double-strand break repair via nonhomologous end joining///double-strand break repair via nonhomologous end joining///response to ionizing radiation///response to ionizing radiation	nonhomologous end joining complex///nucleus///nucleus	GO:0003677	GO:0030183///GO:0030183///GO:0006310///GO:0006281///GO:0030217///GO:0030217///GO:0006974///GO:0006302///GO:0006303///GO:0006303///GO:0010212///GO:0010212	GO:0070419///GO:0005634///GO:0005634
10355984	910.175	685.019	916.506	709.176	929.3	1341.84	989.119	670.921	1045.52	685.019	serine (or cysteine) peptidase inhibitor, clade E, member 2	Serpine2	20720				Mus musculus serine (or cysteine) peptidase inhibitor, clade E, member 2 (Serpine2), mRNA///PREDICTED: Mus musculus serine (or cysteine) peptidase inhibitor, clade E, member 2 (Serpine2), transcript variant X1, mRNA///Mus musculus serine (or cysteine) peptidase inhibitor, clade E, member 2, mRNA (cDNA clone MGC:11797 IMAGE:3595407), complete cds///Mus musculus full open reading frame cDNA clone RZPDo836C0552D for gene Serpine2, Serine (or cysteine) proteinase inhibitor, clade E, member 2; complete cds, incl. stopcodon///Mus musculus 9 days embryo whole body cDNA, RIKEN full-length enriched library, clone:D030057B13 product:serine (or cysteine) proteinase inhibitor, clade E, member 2, full insert sequence	229093415///1039728058///14715028///71059950///74216526	NM_009255///XM_006496459///BC010675///CT010311///AK164270			chr1:79794197-79858636	1 40.97 cM	Chromosome 1, NC_000067.6 (79794317..79858665, complement)	glycosaminoglycan binding///heparin binding///peptidase inhibitor activity///receptor binding///receptor binding///serine-type endopeptidase inhibitor activity///serine-type endopeptidase inhibitor activity	blood coagulation///cell differentiation///cerebellar granular layer morphogenesis///dense core granule biogenesis///detection of mechanical stimulus involved in sensory perception///innervation///long-term synaptic potentiation///mating plug formation///multicellular organism development///negative regulation of blood coagulation///negative regulation of cell growth///negative regulation of cell proliferation///negative regulation of peptidase activity///negative regulation of phosphatidylinositol 3-kinase signaling///negative regulation of plasminogen activation///negative regulation of plasminogen activation///negative regulation of platelet activation///negative regulation of platelet aggregation///negative regulation of protein catabolic process///negative regulation of protein catabolic process///negative regulation of protein processing///negative regulation of proteolysis///negative regulation of smoothened signaling pathway///negative regulation of sodium ion transport///negative regulation of sodium ion transport///nervous system development///positive regulation of astrocyte differentiation///positive regulation of neuron projection development///regulation of synaptic transmission, glutamatergic///regulation of timing of cell differentiation///response to wounding///secretion by cell///secretion by cell///secretory granule organization///secretory granule organization///seminal vesicle epithelium development	cytosol///extracellular matrix///extracellular region///extracellular region///extracellular space///extracellular space///extracellular vesicle///extrinsic component of external side of plasma membrane///membrane///neuromuscular junction///neuronal cell body///platelet alpha granule	GO:0005539///GO:0008201///GO:0030414///GO:0005102///GO:0005102///GO:0004867///GO:0004867	GO:0007596///GO:0030154///GO:0021683///GO:0061110///GO:0050974///GO:0060384///GO:0060291///GO:0042628///GO:0007275///GO:0030195///GO:0030308///GO:0008285///GO:0010466///GO:0014067///GO:0010757///GO:0010757///GO:0010544///GO:0090331///GO:0042177///GO:0042177///GO:0010955///GO:0045861///GO:0045879///GO:0010766///GO:0010766///GO:0007399///GO:0048711///GO:0010976///GO:0051966///GO:0048505///GO:0009611///GO:0032940///GO:0032940///GO:0033363///GO:0033363///GO:0061108	GO:0005829///GO:0031012///GO:0005576///GO:0005576///GO:0005615///GO:0005615///GO:1903561///GO:0031232///GO:0016020///GO:0031594///GO:0043025///GO:0031091
10356088	108.383	109.896	103.25	115.36	119.428	103.968	103.968	107.635	100.427	105.42	collagen, type IV, alpha 4	Col4a4	12829				Mus musculus collagen, type IV, alpha 4 (Col4a4), mRNA///Mus musculus alpha 4 collagen IV (Col4a4) mRNA, complete cds///Mus musculus collagen, type IV, alpha 4, mRNA (cDNA clone IMAGE:40087152), complete cds	145699103///5739386///109734419	NM_007735///AF169388///BC117709			chr1:82452558-82586792	1 C5	Chromosome 1, NC_000067.6 (82448419..82586927, complement)	extracellular matrix structural constituent///extracellular matrix structural constituent	glomerular basement membrane development///glomerular basement membrane development	basal lamina///basement membrane///collagen trimer///collagen type IV trimer///collagen type IV trimer///extracellular region///proteinaceous extracellular matrix	GO:0005201///GO:0005201	GO:0032836///GO:0032836	GO:0005605///GO:0005604///GO:0005581///GO:0005587///GO:0005587///GO:0005576///GO:0005578
10356681	71.0124	71.0124	64.4452	71.5064	77.7085	69.0706	63.1189	72.5046	72.5046	62.6829	otospiralin	Otos	260301				Mus musculus organ of Corti 10 kDa protein mRNA, complete cds///Mus musculus otospiralin, mRNA (cDNA clone MGC:164125 IMAGE:40130771), complete cds///Mus musculus otospiralin, mRNA (cDNA clone MGC:164129 IMAGE:40130775), complete cds///Mus musculus otospiralin (Otos), mRNA///Mus musculus otospiralin, mRNA (cDNA clone MGC:117594 IMAGE:30788363), complete cds	19347615///124375739///124376317///71896643///71682465	AY078071///BC132494///BC132498///NM_153114///BC100323			chr1:92644218-92648841	1 D	Chromosome 1, NC_000067.6 (92644218..92648898, complement)		sensory perception of sound///sensory perception of sound	extracellular region		GO:0007605///GO:0007605	GO:0005576
10357288	58.4852	60.5477	44.0173	50.9143	47.8352	56.1028	46.5271	56.1028	54.1917	51.2685	5-hydroxytryptamine (serotonin) receptor 5B	Htr5b	15564				Mus musculus 5-hydroxytryptamine (serotonin) receptor 5B (Htr5b), mRNA///Mus musculus 5-hydroxytryptamine (serotonin) receptor 5B, mRNA (cDNA clone MGC:141198 IMAGE:40056207), complete cds///Mus musculus 5-hydroxytryptamine (serotonin) receptor 5B, mRNA (cDNA clone MGC:141197 IMAGE:40056204), complete cds///M.musculus mRNA encoding 5-HT5B serotonin receptor	162135956///92098102///93276470///288735	NM_010483///BC114988///BC115825///X69867			chr1:121509758-121528465	1 E4-G	Chromosome 1, NC_000067.6 (121509758..121529312, complement)	G-protein coupled receptor activity///G-protein coupled serotonin receptor activity///G-protein coupled serotonin receptor activity///drug binding///neurotransmitter receptor activity///serotonin binding///serotonin binding///signal transducer activity	G-protein coupled receptor signaling pathway///adenylate cyclase-inhibiting serotonin receptor signaling pathway///chemical synaptic transmission///serotonin receptor signaling pathway///signal transduction	dendrite///integral component of membrane///integral component of plasma membrane///integral component of plasma membrane///membrane///plasma membrane	GO:0004930///GO:0004993///GO:0004993///GO:0008144///GO:0030594///GO:0051378///GO:0051378///GO:0004871	GO:0007186///GO:0007198///GO:0007268///GO:0007210///GO:0007165	GO:0030425///GO:0016021///GO:0005887///GO:0005887///GO:0016020///GO:0005886
10357808	2628.46	3492.39	2856.44	3590.58	3281.18	2452.44	2836.7	3304	2368.9	3444.31	small nuclear ribonucleoprotein E	Snrpe	20643				Mus musculus small nuclear ribonucleoprotein E (Snrpe), mRNA///Mus musculus small nuclear ribonucleoprotein E, mRNA (cDNA clone MGC:6518 IMAGE:2650413), complete cds///Mus musculus small nuclear ribonucleoprotein E, mRNA (cDNA clone MGC:62952 IMAGE:1396204), complete cds///Mus musculus small nuclear ribonucleoprotein E, mRNA (cDNA clone MGC:67322 IMAGE:6407944), complete cds	157785661///14198402///30109304///33585910	NM_009227///BC008262///BC051207///BC055765			chr1:133603871-133610263	1 E4	Chromosome 1, NC_000067.6 (133603871..133610280, complement)	RNA binding///U1 snRNP binding	RNA splicing///mRNA processing///mRNA splicing, via spliceosome///spliceosomal snRNP assembly	U1 snRNP///U1 snRNP///U2 snRNP///U4 snRNP///U4/U6 x U5 tri-snRNP complex///U5 snRNP///cytoplasm///intracellular ribonucleoprotein complex///nucleus///precatalytic spliceosome///spliceosomal complex	GO:0003723///GO:1990446	GO:0008380///GO:0006397///GO:0000398///GO:0000387	GO:0005685///GO:0005685///GO:0005686///GO:0005687///GO:0046540///GO:0005682///GO:0005737///GO:0030529///GO:0005634///GO:0071011///GO:0005681
10358389	61.3929	64.8934	274.374	328.557	77.7085	176.069	292.036	84.4485	229.126	302.334	regulator of G-protein signaling 2	Rgs2	19735				Mus musculus regulator of G-protein signaling 2 (Rgs2), mRNA///Mus musculus regulator of G-protein signaling 2 mRNA, complete cds///Mus musculus implantation-related RGS2-like protein mRNA, complete cds///Mus musculus regulator of G-protein signaling 2, mRNA (cDNA clone MGC:36187 IMAGE:5365271), complete cds///Mus musculus G protein signaling regulator RGS2 (rgs2) mRNA, complete cds	228480288///6979743///16755851///18605840///1911236	NM_009061///AF215668///AF432916///BC023001///U67187			chr1:143999338-144004281	1 62.56 cM	Chromosome 1, NC_000067.6 (143999338..144004149, complement)	G-protein alpha-subunit binding///GTPase activator activity///GTPase activator activity///beta-tubulin binding///protein binding	G-protein coupled receptor signaling pathway///brown fat cell differentiation///cell cycle///negative regulation of G-protein coupled receptor protein signaling pathway///negative regulation of G-protein coupled receptor protein signaling pathway///negative regulation of MAP kinase activity///negative regulation of cAMP-mediated signaling///negative regulation of cardiac muscle hypertrophy///negative regulation of phospholipase activity///negative regulation of signal transduction///positive regulation of GTPase activity///positive regulation of cardiac muscle contraction///positive regulation of microtubule polymerization///regulation of G-protein coupled receptor protein signaling pathway///regulation of adrenergic receptor signaling pathway///regulation of translation///relaxation of cardiac muscle///relaxation of vascular smooth muscle///spermatogenesis	cytoplasm///cytoplasmic side of plasma membrane///cytoplasmic side of plasma membrane///cytosol///membrane///neuron projection///nucleus///nucleus///plasma membrane///plasma membrane	GO:0001965///GO:0005096///GO:0005096///GO:0048487///GO:0005515	GO:0007186///GO:0050873///GO:0007049///GO:0045744///GO:0045744///GO:0043407///GO:0043951///GO:0010614///GO:0010519///GO:0009968///GO:0043547///GO:0060452///GO:0031116///GO:0008277///GO:0071877///GO:0006417///GO:0055119///GO:0060087///GO:0007283	GO:0005737///GO:0009898///GO:0009898///GO:0005829///GO:0016020///GO:0043005///GO:0005634///GO:0005634///GO:0005886///GO:0005886
10358537	170.072	195.361	172.446	168.897	176.069	156.498	170.072	187.403	151.167	192.672	hemicentin 1	Hmcn1	545370				Mus musculus hemicentin 1 (Hmcn1), mRNA	154689978	NM_001024720			chr1:150631167-150631311	1 G1	Chromosome 1, NC_000067.6 (150562500..150993777, complement)	molecular_function	biological_process	basement membrane///cell cortex///cell junction///extracellular exosome///extracellular region	GO:0003674	GO:0008150	GO:0005604///GO:0005938///GO:0030054///GO:0070062///GO:0005576
10358559	48.1679	57.68	50.5626	46.8507	53.8174	48.8403	48.1679	56.1028	50.9143	44.9422	hemicentin 1	Hmcn1	545370				Mus musculus hemicentin 1 (Hmcn1), mRNA	154689978	NM_001024720			chr1:150656454-150656585	1 G1	Chromosome 1, NC_000067.6 (150562500..150993777, complement)	molecular_function	biological_process	basement membrane///cell cortex///cell junction///extracellular exosome///extracellular region	GO:0003674	GO:0008150	GO:0005604///GO:0005938///GO:0030054///GO:0070062///GO:0005576
10358662	54.9482	53.0765	56.1028	51.6251	54.9482	61.3929	56.493	53.4456	60.5477	61.3929	hemicentin 1	Hmcn1	545370				Mus musculus hemicentin 1 (Hmcn1), mRNA	154689978	NM_001024720			chr1:150809687-150809807	1 G1	Chromosome 1, NC_000067.6 (150562500..150993777, complement)	molecular_function	biological_process	basement membrane///cell cortex///cell junction///extracellular exosome///extracellular region	GO:0003674	GO:0008150	GO:0005604///GO:0005938///GO:0030054///GO:0070062///GO:0005576
10358698	1408.55	1478.58	1698.45	1606.83	1509.65	1675.06	1675.06	1458.23	1488.87	1675.06	ring finger protein 2	Rnf2	19821				Mus musculus ring finger protein 2 (Rnf2), mRNA///Mus musculus 11 days pregnant adult female ovary and uterus cDNA, RIKEN full-length enriched library, clone:5031429P04 product:ring finger protein 2, full insert sequence///Mus musculus ring finger protein 2, mRNA (cDNA clone MGC:28374 IMAGE:4021046), complete cds///Mus musculus full open reading frame cDNA clone RZPDo836A1052D for gene Rnf2, Ring finger protein 2; complete cds, incl. stopcodon///Mus musculus mRNA for polycomb-M33 interacting protein Ring1B	141802412///26326308///18043366///71059922///2239141	NM_011277///AK030319///BC020122///CT010297///Y12880			chr1:151469406-151500823	1 G2	Chromosome 1, NC_000067.6 (151469406..151500922, complement)	RING-like zinc finger domain binding///UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity///chromatin binding///chromatin binding///coenzyme F420-0 gamma-glutamyl ligase activity///coenzyme F420-2 alpha-glutamyl ligase activity///ligase activity///metal ion binding///protein binding///protein-glutamic acid ligase activity///protein-glycine ligase activity///protein-glycine ligase activity, elongating///protein-glycine ligase activity, initiating///ribosomal S6-glutamic acid ligase activity///tubulin-glutamic acid ligase activity///tubulin-glycine ligase activity///ubiquitin protein ligase activity///contributes_to ubiquitin-protein transferase activity///zinc ion binding	anterior/posterior axis specification///gastrulation with mouth forming second///germ cell development///histone H2A monoubiquitination///histone H2A-K119 monoubiquitination///histone ubiquitination///histone ubiquitination///mitotic cell cycle///negative regulation of sequence-specific DNA binding transcription factor activity///negative regulation of transcription from RNA polymerase II promoter///regulation of transcription, DNA-templated///transcription, DNA-templated	MLL1 complex///PRC1 complex///PcG protein complex///PcG protein complex///chromosome///euchromatin///heterochromatin///nuclear body///nucleoplasm///nucleus///nucleus///sex chromatin///ubiquitin ligase complex///ubiquitin ligase complex	GO:0071535///GO:0008766///GO:0003682///GO:0003682///GO:0043773///GO:0043774///GO:0016874///GO:0046872///GO:0005515///GO:0070739///GO:0070735///GO:0070737///GO:0070736///GO:0018169///GO:0070740///GO:0070738///GO:0061630///contributes_to GO:0004842///GO:0008270	GO:0009948///GO:0001702///GO:0007281///GO:0035518///GO:0036353///GO:0016574///GO:0016574///GO:0000278///GO:0043433///GO:0000122///GO:0006355///GO:0006351	GO:0071339///GO:0035102///GO:0031519///GO:0031519///GO:0005694///GO:0000791///GO:0000792///GO:0016604///GO:0005654///GO:0005634///GO:0005634///GO:0001739///GO:0000151///GO:0000151
10358754	541.193	481.036	694.581	670.921	522.758	685.019	670.921	526.394	786.88	760.076												chr1:152729159-152730559								
10359375	67.1819	77.7085	62.6829	71.0124	58.892	74.028	67.6492	76.1093	65.3448	66.257	G protein-coupled receptor 52	Gpr52	620246				Mus musculus G protein-coupled receptor 52 (Gpr52), mRNA	226423942	NM_001146330			chr1:160576668-160577753	1 H2.1	Chromosome 1, NC_000067.6 (160574725..160580799, complement)	G-protein coupled receptor activity///dopamine binding///dopamine neurotransmitter receptor activity, coupled via Gs///signal transducer activity	G-protein coupled receptor signaling pathway///adenylate cyclase-activating dopamine receptor signaling pathway///learning///locomotory behavior///phospholipase C-activating dopamine receptor signaling pathway///signal transduction///synaptic transmission, dopaminergic	cellular_component///integral component of membrane///membrane///plasma membrane	GO:0004930///GO:0035240///GO:0001588///GO:0004871	GO:0007186///GO:0007191///GO:0007612///GO:0007626///GO:0060158///GO:0007165///GO:0001963	GO:0005575///GO:0016021///GO:0016020///GO:0005886
10360415	99.0442	103.25	129.787	202.251	86.8227	136.239	131.599	92.4115	127.116	162.017	gremlin 2, DAN family BMP antagonist	Grem2	23893				Mus musculus gremlin 2, DAN family BMP antagonist (Grem2), mRNA///Mus musculus mRNA for PRDC, complete cds///Mus musculus gremlin 2 homolog, cysteine knot superfamily (Xenopus laevis), mRNA (cDNA clone MGC:100345 IMAGE:30645267), complete cds	6754069///3252784///51262085	NM_011825///AB011030///BC079905			chr1:174833785-174921819	1 H3	Chromosome 1, NC_000067.6 (174833785..174921915, complement)	BMP binding///cytokine activity///heparin binding///protein homodimerization activity	cytokine-mediated signaling pathway///determination of dorsal identity///embryonic body morphogenesis///multicellular organism development///negative regulation of BMP signaling pathway///regulation of cytokine activity///sequestering of BMP from receptor via BMP binding	extracellular region///extracellular space	GO:0036122///GO:0005125///GO:0008201///GO:0042803	GO:0019221///GO:0048263///GO:0010172///GO:0007275///GO:0030514///GO:0060300///GO:0038098	GO:0005576///GO:0005615
10360648	617.374	526.394	613.109	556.408	560.278	689.784	604.668	544.958	634.73	467.882	presenilin 2	Psen2	19165				Mus musculus presenilin 2 (Psen2), transcript variant 2, mRNA///Mus musculus presenilin 2 (Psen2), transcript variant 1, mRNA///Mus musculus presenilin 2 mRNA, complete cds///Mus musculus presenilin 2, mRNA (cDNA clone MGC:13863 IMAGE:4038761), complete cds///Mus musculus PS-2 mRNA, complete cds///Mus musculus PS-2short mRNA, complete cds///Mus musculus 0 day neonate head cDNA, RIKEN full-length enriched library, clone:4833416A15 product:presenilin 2, full insert sequence///Mus musculus 8 days embryo whole body cDNA, RIKEN full-length enriched library, clone:5730454K04 product:presenilin 2, full insert sequence	190684662///327478402///2724097///14714536///1710118///2315275///12852720///26097416	NM_001128605///NM_011183///AF038935///BC010403///U57324///U57325///AK014706///AK077576			chr1:180227006-180245901	1 84.19 cM	Chromosome 1, NC_000067.6 (180227004..180263478, complement)	aspartic endopeptidase activity, intramembrane cleaving///aspartic-type endopeptidase activity///endopeptidase activity///endopeptidase activity///hydrolase activity///peptidase activity///protein binding	Notch receptor processing///Notch signaling pathway///T cell activation involved in immune response///T cell receptor signaling pathway///amyloid precursor protein catabolic process///anagen///beta-amyloid metabolic process///beta-amyloid metabolic process///brain morphogenesis///calcium ion transport///cardiac muscle contraction///cell fate specification///cellular protein metabolic process///dorsal/ventral neural tube patterning///embryo development///embryonic limb morphogenesis///endoplasmic reticulum calcium ion homeostasis///forebrain development///hair follicle development///hematopoietic progenitor cell differentiation///intracellular signal transduction///learning or memory///locomotion///lung alveolus development///membrane protein ectodomain proteolysis///membrane protein ectodomain proteolysis///memory///myeloid leukocyte differentiation///negative regulation of apoptotic signaling pathway///negative regulation of epidermal growth factor-activated receptor activity///negative regulation of extrinsic apoptotic signaling pathway via death domain receptors///negative regulation of protein binding///negative regulation of protein complex assembly///negative regulation of protein phosphorylation///negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process///negative regulation of transcription from RNA polymerase II promoter///negative regulation of ubiquitin-protein transferase activity///neuron cellular homeostasis///positive regulation of apoptotic process///positive regulation of catalytic activity///positive regulation of coagulation///positive regulation of extrinsic apoptotic signaling pathway via death domain receptors///positive regulation of proteasomal ubiquitin-dependent protein catabolic process///positive regulation of receptor recycling///protein maturation///protein processing///protein processing///protein transport///proteolysis///regulation of epidermal growth factor-activated receptor activity///regulation of protein binding///regulation of synaptic plasticity///skin morphogenesis///somitogenesis///thymus development	Golgi apparatus///Z disc///apical plasma membrane///cell cortex///centrosome///ciliary basal body///cytosol///endoplasmic reticulum///endoplasmic reticulum///integral component of membrane///integral component of plasma membrane///integral component of plasma membrane///kinetochore///membrane///membrane///neuronal cell body///nuclear inner membrane///nucleus///perinuclear region of cytoplasm///protein complex	GO:0042500///GO:0004190///GO:0004175///GO:0004175///GO:0016787///GO:0008233///GO:0005515	GO:0007220///GO:0007219///GO:0002286///GO:0050852///GO:0042987///GO:0042640///GO:0050435///GO:0050435///GO:0048854///GO:0006816///GO:0060048///GO:0001708///GO:0044267///GO:0021904///GO:0009790///GO:0030326///GO:0032469///GO:0030900///GO:0001942///GO:0002244///GO:0035556///GO:0007611///GO:0040011///GO:0048286///GO:0006509///GO:0006509///GO:0007613///GO:0002573///GO:2001234///GO:0007175///GO:1902042///GO:0032091///GO:0031333///GO:0001933///GO:2000059///GO:0000122///GO:0051444///GO:0070050///GO:0043065///GO:0043085///GO:0050820///GO:1902043///GO:0032436///GO:0001921///GO:0051604///GO:0016485///GO:0016485///GO:0015031///GO:0006508///GO:0007176///GO:0043393///GO:0048167///GO:0043589///GO:0001756///GO:0048538	GO:0005794///GO:0030018///GO:0016324///GO:0005938///GO:0005813///GO:0036064///GO:0005829///GO:0005783///GO:0005783///GO:0016021///GO:0005887///GO:0005887///GO:0000776///GO:0016020///GO:0016020///GO:0043025///GO:0005637///GO:0005634///GO:0048471///GO:0043234
